table_path,column_name,column_id,column_type,row_id,gt_val
CAN_CSV0000000000002294.csv,DECIMALS,14,num,52855,1
USA_CSV0000000000033847__17.csv,YEAR_RECORD,18,num,748,2004
CAN_CSV0000000000001301.csv,Age of child (20),4,cate,3059,18 years
CAN_CSV0000000000000893.csv,SCALAR_ID,10,num,135652,0
CAN_CSV0000000000000691.csv,Sex,3,cate,170404,Females
USA_CSV0000000000033847__3.csv,AT_GRADE_SIGNS,13,num,24268,0
USA_CSV0000000000035902__18.csv,LENGTH CLASS F GRADES,19,num,30481,0.0
USA_CSV0000000000033847__14.csv,PEAK_PARKING,24,num,46870,3
USA_CSV0000000000035902__16.csv,SURFACE/PAVEMENT TYPE,37,num,3633,61
UK_CSV0000000000007396__13.csv,Knee Replacement Post-Op Q Stairs,14,num,9406,4
CAN_CSV0000000000002294.csv,"ï»¿""REF_DATE""",0,num,34771,2018
CAN_CSV0000000000000893.csv,Changes to business activities in Canada,6,cate,127685,Obtained capacity by merger or acquisition
USA_CSV0000000000037101__16.csv,PSR,8,num,23283,0.0
CAN_CSV0000000000002294.csv,STATUS,13,cate,38904,B
USA_CSV0000000000033847__12.csv,THROUGH_LANES,0,num,54187,2
CAN_CSV0000000000000691.csv,Type of income benefit,2,cate,237266,Self-employment benefits
CAN_CSV0000000000007018.csv,Use of clean technologies,5,cate,3108,"Agriculture, aquaculture, forestry or biodiversity improvements"
CAN_CSV0000000000001435.csv,LF_SLOPE,13,cate,37496,B
USA_CSV0000000000033847__3.csv,NHS,6,num,43187,0
USA_CSV0000000000035902__16.csv,IS WIDENING FEASIBLE?,22,num,39266,3
CAN_CSV0000000000001435.csv,PROFILE,7,cate,90892,A
USA_CSV0000000000033847__14.csv,HOV,8,num,1086,0
USA_CSV0000000000033847__12.csv,SURV_D,27,num,50302,0
CAN_CSV0000000000001724__11.csv,"Bottom Quartile Labour and Commissions
Quart inférieur Traitements et commissions",25,num,23506,99999.9
USA_CSV0000000000037101__16.csv,RURAL_URBAN,0,num,60263,1
CAN_CSV0000000000000691.csv,Type of income benefit,2,cate,46485,Fishing benefits
CAN_CSV0000000000001301.csv,Age of child (20),4,cate,195962,1 year
USA_CSV0000000000033847__12.csv,GRADES_E,10,num,27294,0.0
USA_CSV0000000000033847__4.csv,IS_DONUT,7,num,15355,0
CAN_CSV0000000000000893.csv,Changes to business activities in Canada,6,cate,50347,Closed an existing facility or contracted capacity
CAN_CSV0000000000000624.csv,Age group,5,cate,33710,65 years and over
USA_CSV0000000000033847__4.csv,TURN_LANES_L,16,num,12019,4
USA_CSV0000000000033847__12.csv,IS_SAMPLE,15,num,7029,1
USA_CSV0000000000033847__12.csv,COUNTY_CODE,22,num,62692,1
CAN_CSV0000000000001724__11.csv,"Upper Middle Professional and business fees
3e quart Intérêts et frais bancaires",29,num,27733,99999.9
CAN_CSV0000000000002294.csv,Statistics,5,cate,424887,"High 95% confidence interval, percentage of persons"
USA_CSV0000000000033847__14.csv,YEAR_RECORD,18,num,50203,2004
CAN_CSV0000000000006809.csv,SCALAR_ID,9,num,2928,0
CAN_CSV0000000000002294.csv,Statistics,5,cate,143600,Number of households
USA_CSV0000000000035902__16.csv,RIGHT OF WAY WIDTH,2,num,31855,250
USA_CSV0000000000035902__15.csv,VERTICAL ALIGNMENT ADEQUACY,18,num,17960,0
USA_CSV0000000000037101__16.csv,CURVES_C,20,num,18682,0.0
CAN_CSV0000000000000893.csv,VALUE,13,num,131086,0.0
USA_CSV0000000000033847__14.csv,YEAR_RECORD,18,num,488,2004
USA_CSV0000000000033847__12.csv,PEAK_PARKING,24,num,48219,3
CAN_CSV0000000000000893.csv,SCALAR_ID,10,num,15483,0
CAN_CSV0000000000000691.csv,GEO,1,cate,112987,Newfoundland and Labrador
CAN_CSV0000000000006650.csv,SCALAR_ID,8,num,58017,3
USA_CSV0000000000035902__16.csv,LENGTH CLASS B CURVES,17,num,30326,0.0
CAN_CSV0000000000001724__11.csv,"% of Businesses Reporting 
% des entreprises déclarantes",41,num,38559,90.0
USA_CSV0000000000035902__15.csv,PEAK CAPACITY,32,num,10264,1618
USA_CSV0000000000035902__18.csv,STATE,31,num,31396,13
CAN_CSV0000000000001301.csv,Gender (3),3,cate,26719,Total - Gender
CAN_CSV0000000000002294.csv,DECIMALS,14,num,241820,0
CAN_CSV0000000000002294.csv,Tenure including social and affordable housing,2,cate,199963,Owner
CAN_CSV0000000000001301.csv,Age of child (20),4,cate,22139,18 years
USA_CSV0000000000033847__3.csv,SPECIAL_SYSTEMS,26,num,38193,0
CAN_CSV0000000000002294.csv,UOM_ID,7,num,161348,223
USA_CSV0000000000033847__4.csv,GRADES_F,17,num,32697,0.0
CAN_CSV0000000000000691.csv,Sex,3,cate,406591,Both sexes
CAN_CSV0000000000004711.csv,UOM_ID,7,num,832,81
USA_CSV0000000000035902__16.csv,VOLUME/SERVICE FLOW RATIO,35,num,43470,0.06
CAN_CSV0000000000002294.csv,UOM,6,cate,246633,Percent
USA_CSV0000000000033847__14.csv,TOLL,3,num,26784,0
CAN_CSV0000000000002294.csv,GEO,1,cate,27849,"Medium population centres, Prince Edward Island"
USA_CSV0000000000033847__3.csv,AT_GRADE_SIGNS,13,num,12532,0
CAN_CSV0000000000002294.csv,SCALAR_ID,9,num,125448,0
CAN_CSV0000000000001435.csv,LF_SLOPE,13,cate,85761,A
USA_CSV0000000000037101__16.csv,SHOULDER_WIDTH_R,19,num,42047,10
USA_CSV0000000000033847__12.csv,UNBUILT_FACILITY,19,num,13696,1
USA_CSV0000000000037101__16.csv,DIR_FACTOR,18,num,14472,51
CAN_CSV0000000000000893.csv,Changes to business activities in Canada,6,cate,139164,Does not apply
USA_CSV0000000000035902__16.csv,NUMBER CLASS H CURVES,25,num,8192,0
CAN_CSV0000000000001435.csv,LANDUSE,2,cate,2187,grassland
USA_CSV0000000000035902__16.csv,NUMBER OF AT-GRADE INTERSECTIONS-OTHER/NO CONTROLS,34,num,16799,0
CAN_CSV0000000000000893.csv,North American Industry Classification System (NAICS),3,cate,173639,Petroleum and coal product manufacturing [324]
CAN_CSV0000000000005927.csv,UOM,5,cate,7425,Dollars
USA_CSV0000000000035902__15.csv,LENGTH CLASS G CURVES,30,num,40123,0.0
CAN_CSV0000000000001724__11.csv,"Bottom Quartile Repairs and maintenance
Quart inférieur Réparations et entretien",34,num,2157,26.9
CAN_CSV0000000000001724__11.csv,"Top Quartile Interest and bank charges
Quart supérieur Intérêts et frais bancaires",33,num,499,99999.9
CAN_CSV0000000000002294.csv,DECIMALS,14,num,54595,1
CAN_CSV0000000000000691.csv,UOM_ID,6,num,162307,249
UK_CSV0000000000003896__0.csv,Varicose Vein Post-Op Q Left Pain Days,15,num,298,1
USA_CSV0000000000033847__3.csv,AT_GRADE_SIGNS,13,num,16028,0
CAN_CSV0000000000000691.csv,Sex,3,cate,163352,Females
USA_CSV0000000000035902__15.csv,SPEED LIMIT,8,num,43327,25
CAN_CSV0000000000000691.csv,Type of income benefit,2,cate,237542,Maternity benefits
USA_CSV0000000000033847__14.csv,GRADES_A,21,num,60085,0.1
CAN_CSV0000000000001724__11.csv,"% of Businesses Reporting
% des entreprises déclarantes.2",4,num,15616,74.8
USA_CSV0000000000033847__12.csv,SHOULDER_WIDTH_L,14,num,61686,0
CAN_CSV0000000000000893.csv,STATUS,14,cate,153766,A
CAN_CSV0000000000000624.csv,Selected Sociodemographic characteristics,6,cate,19384,"Household income, second quintile"
USA_CSV0000000000033847__14.csv,AT_GRADE_SIGNAL,2,num,14077,0
USA_CSV0000000000035902__16.csv,NUMBER CLASS E CURVES,11,num,40250,0
CAN_CSV0000000000001724__11.csv,"% of Businesses Reporting
% des entreprises déclarantes.4",15,num,20782,100.0
CAN_CSV0000000000000691.csv,DECIMALS,12,num,277935,0
CAN_CSV0000000000001301.csv,Gender (3),3,cate,146330,Women+
CAN_CSV0000000000002294.csv,Statistics,5,cate,348502,"Low 95% confidence interval, percentage of persons"
USA_CSV0000000000033847__3.csv,TURN_LANES_L,16,num,36662,4
CAN_CSV0000000000013946.csv,SCALAR_ID,10,num,12595,3
USA_CSV0000000000033847__14.csv,UNBUILT_FACILITY,19,num,12869,0
CAN_CSV0000000000001724__11.csv,"Bottom Quartile Operating Expenses (indirect)
Quart inférieurs Dépenses d'exploitation (frais indirects)",31,num,32414,315.5
USA_CSV0000000000035902__16.csv,SECTION/GROUPED LENGTH,36,num,30050,2.88
USA_CSV0000000000035902__15.csv,NUMBER CLASS A CURVES,6,num,8707,0
CAN_CSV0000000000001435.csv,LF_SEGMENT,4,cate,52962,U
CAN_CSV0000000000002294.csv,"ï»¿""REF_DATE""",0,num,330257,2018
CAN_CSV0000000000002294.csv,Structural type of dwelling,3,cate,346126,Apartment in a building that has five or more storeys
CAN_CSV0000000000000624.csv,DECIMALS,16,num,10675,0
USA_CSV0000000000033847__17.csv,SURV_D,27,num,19236,0
USA_CSV0000000000033847__17.csv,K_FACTOR,13,num,8311,10
CAN_CSV0000000000000691.csv,GEO,1,cate,242334,Nunavut
CAN_CSV0000000000001724__11.csv,"Bottom Quartile Delivery, shipping and warehouse expense
Quart inférieur Livraison, expédition et entreposage",27,num,13515,0.8
USA_CSV0000000000033847__14.csv,PERC_SINGLE_UNIT,1,num,7312,1
USA_CSV0000000000035902__18.csv,VERTICAL ALIGNMENT ADEQUACY,18,num,32206,0
CAN_CSV0000000000005013.csv,Selected causes of death (ICD-10),5,cate,20597,"Total, all causes of death"
CAN_CSV0000000000000691.csv,UOM_ID,6,num,196030,249
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,12838,0
CAN_CSV0000000000001301.csv,Age of child (20),4,cate,138485,4 years
CAN_CSV0000000000000691.csv,DECIMALS,12,num,171582,0
USA_CSV0000000000033847__12.csv,LANE_WIDTH,23,num,26899,11
USA_CSV0000000000035902__16.csv,LENGTH CLASS G CURVES,30,num,49617,0.0
CAN_CSV0000000000002294.csv,Satisfaction with dwelling and neighbourhood,4,cate,328450,Dissatisfied with dwelling
UK_CSV0000000000003896__0.csv,Pre-Op Q EQ5D Index,28,num,1627,0.691
CAN_CSV0000000000002294.csv,UOM,6,cate,93377,Percent
USA_CSV0000000000033847__14.csv,SHOULDER_WIDTH_L,14,num,63698,0
USA_CSV0000000000035902__18.csv,DIRECTIONAL FACTOR,1,num,13572,60
CAN_CSV0000000000000691.csv,Type of income benefit,2,cate,306538,Job creation benefits
CAN_CSV0000000000005927.csv,Financial estimates,4,cate,14209,Cost of goods sold
CAN_CSV0000000000000691.csv,Sex,3,cate,335318,Males
USA_CSV0000000000035902__18.csv,GENERAL CLIMATE ZONE,20,num,19922,2
CAN_CSV0000000000006650.csv,GEO,1,cate,49538,Manitoba
USA_CSV0000000000033847__17.csv,RURAL_URBAN,4,num,19451,4
CAN_CSV0000000000002294.csv,GEO,1,cate,273174,"MontrÃ©al, Quebec"
USA_CSV0000000000033847__17.csv,TURN_LANES_R,6,num,27412,4
USA_CSV0000000000037101__16.csv,TYPE_FACILITY,14,num,17154,2
USA_CSV0000000000033847__4.csv,SHOULDER_TYPE,21,num,35530,6
USA_CSV0000000000035902__16.csv,NUMBER CLASS H CURVES,25,num,2163,0
USA_CSV0000000000033847__3.csv,IS_METRIC,12,num,20542,0
USA_CSV0000000000033847__14.csv,TYPE_FACILITY,5,num,3475,2
CAN_CSV0000000000001435.csv,LF_SEGMENT,4,cate,92654,M
USA_CSV0000000000033847__3.csv,STD_EXP_FACTOR,3,num,8796,1.0
USA_CSV0000000000035902__18.csv,LENGTH CLASS F GRADES,19,num,27972,0.0
USA_CSV0000000000033847__3.csv,PEAK_CAPACITY,8,num,12923,3906
CAN_CSV0000000000015700.csv,SCALAR_ID,7,num,2687,0
USA_CSV0000000000033847__12.csv,UNBUILT_FACILITY,19,num,62450,0
USA_CSV0000000000033847__4.csv,SHOULDER_TYPE,21,num,12434,2
USA_CSV0000000000033847__12.csv,VSF,7,num,25766,0.34
UK_CSV0000000000007396__13.csv,Knee Replacement Post-Op Q Walking,7,num,12018,3
USA_CSV0000000000035902__15.csv,K-FACTOR,10,num,5006,12
USA_CSV0000000000035902__16.csv,LENGTH CLASS A CURVES,39,num,31351,0.0
USA_CSV0000000000033847__14.csv,IS_SAMPLE,15,num,61801,1
USA_CSV0000000000033847__12.csv,PEAK_PARKING,24,num,44890,3
USA_CSV0000000000035902__18.csv,FUNCTIONAL SYSTEM,29,num,5238,8
CAN_CSV0000000000002294.csv,GEO,1,cate,22576,Prince Edward Island
CAN_CSV0000000000002294.csv,Structural type of dwelling,3,cate,328718,Apartment or flat in a duplex
CAN_CSV0000000000015700.csv,Statistics,3,cate,2156,Average expenditure
CAN_CSV0000000000001724__11.csv,"Lower Middle Delivery, shipping and warehouse expense
2e quart Livraison, expédition et entreposage",12,num,6781,0.0
USA_CSV0000000000035902__18.csv,IS WIDENING FEASIBLE?,22,num,6623,4
CAN_CSV0000000000000893.csv,SCALAR_ID,10,num,103967,0
USA_CSV0000000000033847__3.csv,NHS,6,num,15624,0
CAN_CSV0000000000000691.csv,Age group,4,cate,347193,25 to 54 years
CAN_CSV0000000000000691.csv,Sex,3,cate,235164,Males
CAN_CSV0000000000001435.csv,MODIFIER,6,cate,16296,~~~~~
USA_CSV0000000000035902__16.csv,VERTICAL ALIGNMENT ADEQUACY,18,num,40860,4
CAN_CSV0000000000001724__11.csv,"Wages and Benefits
Salaires et avantages sociaux",32,num,25828,99999.9
USA_CSV0000000000035902__16.csv,VOLUME/SERVICE FLOW RATIO,35,num,39993,0.18
USA_CSV0000000000033847__14.csv,GRADES_E,10,num,64256,0.0
USA_CSV0000000000033847__14.csv,RURAL_URBAN,4,num,26483,3
CAN_CSV0000000000001435.csv,LF_SLOPE,13,cate,43982,A
CAN_CSV0000000000002294.csv,Satisfaction with dwelling and neighbourhood,4,cate,232485,Satisfied with neighbourhood
USA_CSV0000000000033847__12.csv,CURVES_E,29,num,26480,0.0
CAN_CSV0000000000002294.csv,UOM,6,cate,330609,Percent
CAN_CSV0000000000001435.csv,LF_SLOPE,13,cate,38604,A
CAN_CSV0000000000005013.csv,UOM_ID,8,num,25002,223
CAN_CSV0000000000000893.csv,Changes to business activities in Canada,6,cate,15473,No change
USA_CSV0000000000037101__16.csv,GF_SYSTEM,6,num,57185,4
USA_CSV0000000000033847__12.csv,PEAK_PARKING,24,num,62277,0
USA_CSV0000000000035902__16.csv,LENGTH CLASS F GRADES,19,num,10663,0.0
CAN_CSV0000000000015700.csv,SCALAR_ID,7,num,9271,0
CAN_CSV0000000000000893.csv,Changes to business activities in Canada,6,cate,131181,Opened new facility or expanded capacity
CAN_CSV0000000000002294.csv,"ï»¿""REF_DATE""",0,num,114541,2018
CAN_CSV0000000000000893.csv,Business activities,5,cate,82777,Human resource management
CAN_CSV0000000000000691.csv,UOM_ID,6,num,230657,249
CAN_CSV0000000000007018.csv,DECIMALS,13,num,25083,1
CAN_CSV0000000000006809.csv,DECIMALS,14,num,623,1
CAN_CSV0000000000001724__11.csv,"Lower Middle Total expenses
2e quart Dépenses totales",7,num,21137,99999.9
CAN_CSV0000000000002294.csv,Tenure including social and affordable housing,2,cate,98556,Renter in social and affordable housing
USA_CSV0000000000035902__15.csv,RURAL/URBAN,16,num,17742,3
CAN_CSV0000000000002294.csv,DECIMALS,14,num,111111,1
CAN_CSV0000000000002294.csv,Statistics,5,cate,40317,Percentage of persons
CAN_CSV0000000000001301.csv,Age of child (20),4,cate,271270,9 years
CAN_CSV0000000000002294.csv,GEO,1,cate,32710,"Small population centres, Prince Edward Island"
CAN_CSV0000000000002294.csv,"ï»¿""REF_DATE""",0,num,110107,2018
CAN_CSV0000000000007018.csv,"ï»¿""REF_DATE""",0,num,23421,2019
CAN_CSV0000000000001724__11.csv,"% of Businesses Reporting
% des entreprises déclarantes.14",38,num,29054,100.0
CAN_CSV0000000000002294.csv,SCALAR_ID,9,num,341604,0
CAN_CSV0000000000002294.csv,Satisfaction with dwelling and neighbourhood,4,cate,99384,Neither satisfied nor dissatisfied with dwelling
CAN_CSV0000000000000691.csv,DECIMALS,12,num,74408,0
CAN_CSV0000000000000691.csv,Age group,4,cate,225625,Under 25 years
UK_CSV0000000000003896__3.csv,Varicose Vein Pre-Op Q Clothing,1,num,1405,4
CAN_CSV0000000000000691.csv,UOM_ID,6,num,21010,249
CAN_CSV0000000000002294.csv,Satisfaction with dwelling and neighbourhood,4,cate,283986,Satisfied with dwelling
CAN_CSV0000000000002294.csv,GEO,1,cate,298762,"Regina, Saskatchewan"
USA_CSV0000000000033847__17.csv,OWNERSHIP,16,num,11145,1
USA_CSV0000000000033847__14.csv,SHOULDER_WIDTH_L,14,num,62767,0
CAN_CSV0000000000012679.csv,Main market,5,cate,2289,"Other countries, main market"
USA_CSV0000000000033847__12.csv,GRADES_B,28,num,48155,0.0
CAN_CSV0000000000000893.csv,GEO,1,cate,60774,Ontario
CAN_CSV0000000000013953.csv,Indicator,3,cate,11697,Growth rate
USA_CSV0000000000033847__12.csv,AT_GRADE_SIGNAL,2,num,21849,3
CAN_CSV0000000000000691.csv,GEO,1,cate,196171,Canada
CAN_CSV0000000000005336.csv,UOM_ID,6,num,4530,81
CAN_CSV0000000000002294.csv,Structural type of dwelling,3,cate,182780,Apartment or flat in a duplex
CAN_CSV0000000000000893.csv,SCALAR_ID,10,num,137084,0
CAN_CSV0000000000000893.csv,UOM_ID,8,num,159813,239
CAN_CSV0000000000000691.csv,Age group,4,cate,290864,25 to 54 years
USA_CSV0000000000033847__4.csv,PERC_COMBINATION,19,num,1289,0
USA_CSV0000000000035902__15.csv,NUMBER CLASS D GRADES,33,num,4618,0
CAN_CSV0000000000013946.csv,"ï»¿""REF_DATE""",0,num,493,2018
CAN_CSV0000000000000691.csv,Sex,3,cate,25761,Females
CAN_CSV0000000000001301.csv,ï»¿REF_DATE,0,num,68683,2021
CAN_CSV0000000000000691.csv,UOM_ID,6,num,435172,249
CAN_CSV0000000000000691.csv,Age group,4,cate,144888,55 and over
CAN_CSV0000000000000893.csv,GEO,1,cate,179903,Rest of Canada
USA_CSV0000000000035902__16.csv,COUNTY,24,num,14850,13
CAN_CSV0000000000000893.csv,DECIMALS,15,num,175641,1
USA_CSV0000000000033847__14.csv,UNBUILT_FACILITY,19,num,28621,0
CAN_CSV0000000000002294.csv,SCALAR_ID,9,num,296582,0
USA_CSV0000000000035902__15.csv,GENERAL CLIMATE ZONE,20,num,4872,3
USA_CSV0000000000033847__3.csv,IS_DONUT,7,num,25767,0
UK_CSV0000000000007396__13.csv,Knee Replacement Pre-Op Q Pain,18,num,4223,0
CAN_CSV0000000000001724__11.csv,"Lower Middle Repairs and maintenance
2e quart Réparations et entretien",28,num,20858,99999.9
CAN_CSV0000000000001435.csv,TEXCAT,14,cate,18202,fine
CAN_CSV0000000000012837.csv,"ï»¿""REF_DATE""",0,num,7112,2021
USA_CSV0000000000035902__18.csv,LENGTH CLASS H CURVES,23,num,16136,0.0
CAN_CSV0000000000002294.csv,SCALAR_ID,9,num,126435,0
USA_CSV0000000000035902__16.csv,GENERATED FUNCTIONAL SYSTEM CODE,5,num,1899,3
USA_CSV0000000000035902__18.csv,K-FACTOR,10,num,29008,11
USA_CSV0000000000035902__15.csv,PEAK CAPACITY,32,num,43558,0
USA_CSV0000000000035902__16.csv,FEDERAL-AID SYSTEM,3,num,39091,8
USA_CSV0000000000033847__12.csv,IS_SAMPLE,15,num,3268,1
USA_CSV0000000000037101__16.csv,CURVES_A,9,num,19226,0.278
CAN_CSV0000000000000624.csv,Sex,4,cate,4472,Both sexes
CAN_CSV0000000000005927.csv,GEO,1,cate,4714,Saskatchewan
CAN_CSV0000000000002294.csv,Statistics,5,cate,442958,"Low 95% confidence interval, percentage of persons"
USA_CSV0000000000035902__15.csv,LENGTH CLASS A CURVES,39,num,30284,0.0
CAN_CSV0000000000000691.csv,GEO,1,cate,391633,Northwest Territories
USA_CSV0000000000035902__15.csv,K-FACTOR,10,num,54046,11
USA_CSV0000000000033847__14.csv,GRADES_A,21,num,59541,0.0
USA_CSV0000000000035902__16.csv,MEDIAN TYPE,9,num,45087,4
USA_CSV0000000000035902__15.csv,LENGTH CLASS H CURVES,23,num,19345,0.0
CAN_CSV0000000000001301.csv,Gender (3),3,cate,191635,Women+
CAN_CSV0000000000002294.csv,"ï»¿""REF_DATE""",0,num,347492,2018
USA_CSV0000000000033847__4.csv,AT_GRADE_SIGNS,13,num,21296,0
CAN_CSV0000000000001435.csv,LANDUSE,2,cate,32180,perennial
USA_CSV0000000000033847__17.csv,VSF,7,num,24755,0.05
USA_CSV0000000000033847__4.csv,ROUTE_SIGNING,20,num,3471,3
CAN_CSV0000000000002294.csv,Statistics,5,cate,175452,Number of persons
CAN_CSV0000000000000691.csv,DECIMALS,12,num,434842,0
USA_CSV0000000000033847__12.csv,SURV_D,27,num,58973,0
CAN_CSV0000000000000893.csv,DECIMALS,15,num,84415,1
USA_CSV0000000000037101__16.csv,SURV_D,2,num,19707,0
USA_CSV0000000000033847__12.csv,TOLL,3,num,2327,0
USA_CSV0000000000035902__16.csv,LENGTH CLASS A CURVES,39,num,2600,1.9
CAN_CSV0000000000001435.csv,MODIFIER,6,cate,17739,~~~~~
USA_CSV0000000000033847__14.csv,HOV,8,num,8066,0
CAN_CSV0000000000002294.csv,UOM_ID,7,num,86677,239
USA_CSV0000000000035902__16.csv,VOLUME/SERVICE FLOW RATIO,35,num,31616,1.02
CAN_CSV0000000000006650.csv,SCALAR_ID,8,num,60776,3
CAN_CSV0000000000002294.csv,UOM,6,cate,284090,Percent
USA_CSV0000000000035902__16.csv,TYPE OF SUBGRADE,27,num,11999,0
CAN_CSV0000000000001724__11.csv,"Top Quartile Interest and bank charges
Quart supérieur Intérêts et frais bancaires",33,num,39782,4.0
USA_CSV0000000000035902__15.csv,SECTION/GROUPED LENGTH,36,num,22872,0.22
CAN_CSV0000000000015700.csv,"ï»¿""REF_DATE""",0,num,10532,2002
CAN_CSV0000000000002294.csv,Statistics,5,cate,260890,"Low 95% confidence interval, percentage of households"
USA_CSV0000000000035902__16.csv,MEASURED PAVEMENT ROUGHNESS,12,num,6804,0
USA_CSV0000000000033847__3.csv,VERT_ALIGN,4,num,17885,0
USA_CSV0000000000033847__14.csv,OWNERSHIP,16,num,27192,4
USA_CSV0000000000033847__14.csv,K_FACTOR,13,num,49076,14
USA_CSV0000000000033847__12.csv,UNBUILT_FACILITY,19,num,40985,0
CAN_CSV0000000000002294.csv,UOM_ID,7,num,70462,239
CAN_CSV0000000000006650.csv,GEO,1,cate,33497,Quebec
CAN_CSV0000000000000691.csv,Age group,4,cate,416870,Under 25 years
CAN_CSV0000000000000691.csv,Age group,4,cate,171355,All ages
CAN_CSV0000000000002294.csv,Structural type of dwelling,3,cate,286015,"Total, structural type of dwelling"
CAN_CSV0000000000005927.csv,UOM_ID,6,num,15156,81
USA_CSV0000000000033847__3.csv,VERT_ALIGN,4,num,44254,1
USA_CSV0000000000033847__4.csv,AT_GRADE_SIGNS,13,num,38467,0
CAN_CSV0000000000002294.csv,Structural type of dwelling,3,cate,19784,Moveable dwelling
UK_CSV0000000000007396__13.csv,Post-Op Q Activity,4,num,5363,1
CAN_CSV0000000000002294.csv,Structural type of dwelling,3,cate,387869,Moveable dwelling
CAN_CSV0000000000000893.csv,Enterprise size,4,cate,138735,Total enterprises
USA_CSV0000000000033847__4.csv,GRADES_B,18,num,9738,0.0
USA_CSV0000000000035902__15.csv,FUNCTIONAL SYSTEM,29,num,26091,14
CAN_CSV0000000000008933.csv,DataGroup_Order,3,num,3459,2
USA_CSV0000000000033847__3.csv,SHOULDER_WIDTH_L,22,num,26717,0
CAN_CSV0000000000000691.csv,Type of income benefit,2,cate,243614,Fishing benefits
CAN_CSV0000000000005927.csv,STATUS,12,cate,1102,..
CAN_CSV0000000000000691.csv,Type of income benefit,2,cate,33224,"Regular benefits, seasonally adjusted"
USA_CSV0000000000035902__15.csv,LENGTH CLASS L CURVES,7,num,30,0.0
USA_CSV0000000000035902__15.csv,RIGHT OF WAY WIDTH,2,num,36901,35
CAN_CSV0000000000000691.csv,DECIMALS,12,num,465857,0
CAN_CSV0000000000020828.csv,Female - %,6,num,14481,0.0
CAN_CSV0000000000001301.csv,Gender (3),3,cate,227632,Women+
USA_CSV0000000000033847__4.csv,DONUT_EXP_FACTOR,5,num,6906,0.0
USA_CSV0000000000033847__4.csv,CURVES_A,24,num,22864,0.0
CAN_CSV0000000000004711.csv,DECIMALS,13,num,17305,0
CAN_CSV0000000000002294.csv,SCALAR_ID,9,num,353705,0
USA_CSV0000000000035902__16.csv,NUMBER CLASS E CURVES,11,num,19559,0
USA_CSV0000000000033847__17.csv,THROUGH_LANES,0,num,38308,4
USA_CSV0000000000033847__12.csv,COUNTY_CODE,22,num,55829,5
CAN_CSV0000000000000691.csv,SCALAR_ID,8,num,136858,0
USA_CSV0000000000033847__14.csv,SURV_H,20,num,37228,0
USA_CSV0000000000035902__16.csv,NUMBER CLASS E CURVES,11,num,41057,0
CAN_CSV0000000000007018.csv,DECIMALS,13,num,22166,1
CAN_CSV0000000000002294.csv,STATUS,13,cate,400406,x
USA_CSV0000000000035902__16.csv,LENGTH CLASS A CURVES,39,num,23256,14.08
USA_CSV0000000000033847__14.csv,IS_SAMPLE,15,num,21648,1
CAN_CSV0000000000002294.csv,UOM,6,cate,383727,Percent
CAN_CSV0000000000013732.csv,DECIMALS,12,num,624,0
CAN_CSV0000000000000624.csv,DECIMALS,16,num,39475,0
USA_CSV0000000000035902__15.csv,LENGTH CLASS E CURVES,0,num,7693,0.0
USA_CSV0000000000037101__16.csv,SURV_I,3,num,14867,0
CAN_CSV0000000000000624.csv,UOM,8,cate,3088,Percent
USA_CSV0000000000035902__16.csv,SECTION/GROUPED LENGTH,36,num,8285,0.23
USA_CSV0000000000033847__12.csv,IS_SAMPLE,15,num,10218,1
CAN_CSV0000000000000691.csv,Type of income benefit,2,cate,475495,Regular benefits
CAN_CSV0000000000006650.csv,SCALAR_FACTOR,7,cate,21094,thousands
CAN_CSV0000000000002294.csv,Satisfaction with dwelling and neighbourhood,4,cate,368004,Dissatisfied with dwelling
CAN_CSV0000000000002294.csv,SCALAR_ID,9,num,303220,0
CAN_CSV0000000000000691.csv,Age group,4,cate,433990,All ages
CAN_CSV0000000000004711.csv,"ï»¿""REF_DATE""",0,num,13382,2014
USA_CSV0000000000037101__16.csv,CURVES_A,9,num,20285,0.317
USA_CSV0000000000033847__14.csv,VSF,7,num,57055,0.09
USA_CSV0000000000033847__17.csv,GRADES_E,10,num,12374,0.0
CAN_CSV0000000000002294.csv,UOM,6,cate,148244,Number
CAN_CSV0000000000002294.csv,SCALAR_ID,9,num,233476,0
USA_CSV0000000000037101__16.csv,WIDE_FEAS,1,num,22339,5
CAN_CSV0000000000000691.csv,Sex,3,cate,196256,Both sexes
CAN_CSV0000000000001301.csv,Gender (3),3,cate,181136,Women+
CAN_CSV0000000000000893.csv,GEO,1,cate,87613,Rest of Canada
CAN_CSV0000000000001435.csv,ALLOC_ID,3,num,8495,8742.0
CAN_CSV0000000000002294.csv,Satisfaction with dwelling and neighbourhood,4,cate,417936,"Total, satisfaction with neighbourhood"
CAN_CSV0000000000000893.csv,Enterprise size,4,cate,23884,Medium-sized enterprises (100 to 249 employees)
USA_CSV0000000000033847__3.csv,URBAN_CODE,0,num,26151,0
CAN_CSV0000000000002294.csv,"ï»¿""REF_DATE""",0,num,136597,2018
USA_CSV0000000000035902__16.csv,MEDIAN TYPE,9,num,10884,4
USA_CSV0000000000033847__3.csv,CURVES_A,24,num,5950,1.3
USA_CSV0000000000035902__16.csv,NUMBER CLASS D GRADES,33,num,32192,0
