table_path,column_name,column_id,column_type,row_id,gt_val
csvData7222492__5.csv,FGM,7,num,40,21.5
csvData11219221.csv,IT,0,num,4,42
csvData18661263__9.csv,AB,3,num,44,252
csvData11165008__3.csv,k,1,num,26,29
csvData9925714__1.csv,PF,1,num,12,2.6
csvData3178438__15.csv,DRB,0,num,107,24.5
csvData29230622__0.csv,YEAR,4,num,153,2012
csvData29230622__0.csv,TEAM,3,cate,217,SDN
csvData29230622__0.csv,G,6,num,121,23
csvData24341501__0.csv,LG,3,cate,51,NL
csvData1902536__12.csv,OBP,7,num,130,0.363
csvData1902536__12.csv,G,2,num,127,42
csvData21300577__1.csv,SLG,6,num,36,0.241
csvData21947308__2.csv,SH,5,num,34,0
csvData9103974__6.csv,AGE,8,num,30,27
csvData11839331__7.csv,TOV,2,num,10,2.8
csvData27420957__0.csv,WAA,1,cate,22,0.0
csvData29230622__0.csv,VORP,1,num,59,-0.3
csvData14443150__6.csv,3PM,2,num,2,1.1
csvData1902536__12.csv,RBI,8,num,161,0
csvData29230622__3.csv,TEAM,3,cate,49,PIT
csvData21300577__1.csv,3B,2,num,14,0
csvData16773977__3.csv,PF,7,num,6,2.0
csvData24341501__0.csv,oppOBP,8,num,6,0.305
csvData6917053__0.csv,POS,1,cate,0,1B
csvData7222492__5.csv,FGA,0,num,72,52.8
csvData24131822__7.csv,oppSLG,2,num,43,0.38
csvData18661263__9.csv,OPS,0,num,3,0.812
csvData3726343__7.csv,Team,9,cate,22,YAN
csvData15025720__2.csv,AB,2,num,12,4
csvData24341501__0.csv,IP,9,num,130,21.7
csvData29230622__0.csv,VORP,1,num,116,1.2
csvData26447856__0.csv,SH,1,num,16,0
csvData26724876__2.csv,APG,1,num,34,2.2
csvData10051410.csv,Wm US,0,num,9,16
csvData3178438__15.csv,TOV,1,num,107,13.1
csvData2688573__2.csv,era,3,num,19,5.57
csvData15025720__0.csv,GDP,6,num,4,0
csvData21180610__7.csv,MIN,0,num,45,1765.3
csvData28681743__3.csv,#,6,num,9,10
csvData29230622__3.csv,oppSLG,0,num,127,0.4
csvData10597853.csv,JP,5,num,3,9
csvData14690251__3.csv,AB,8,num,14,141
csvData24341501__0.csv,SLG,6,num,129,0.374
csvData21180610__0.csv,PTS,3,num,10,213
csvData27381326__2.csv,ibb,1,num,1,0
csvData6468042__2.csv,PF,1,num,9,1.3
csvData24108736__5.csv,H,1,num,18,148
csvData24341501__0.csv,LG,3,cate,210,AL
csvData18784108__2.csv,SB,0,num,43,0
csvData5586261__3.csv,PA,6,num,7,435
csvData10671971.csv,Last Name,3,cate,1,Abbot
csvData7222492__5.csv,FTM,8,num,47,15.0
csvData23138641__17.csv,Team,6,cate,246,Montreal
csvData16773977__3.csv,MPG,0,num,18,28.6
csvData16461238__3.csv,gdp,1,num,13,0
csvData10219632.csv,IT,2,num,5,44
csvData158232__2.csv,s,2,num,10,119
csvData20075499__7.csv,SLG,6,num,1,0.304
csvData15283024__1.csv,C-G#,1,num,37,250
csvData3178438__15.csv,TOV,1,num,72,13.2
csvData29230622__0.csv,oppSLG,0,num,175,0.403
csvData10364341.csv,CN (cm),7,num,9,106
csvData7222492__5.csv,FGM,7,num,36,27.2
csvData18661263__9.csv,H,2,num,10,14
csvData10168387.csv,IT,2,num,9,52
csvData3178438__15.csv,FG%,6,num,30,0.468
csvData27008272__5.csv,SPG,8,num,19,0.9
csvData29230622__3.csv,PA,5,num,129,261
csvData3726343__7.csv,R,7,num,6,0
csvData14585065__2.csv,FGA,5,num,24,3.5
csvData3178438__15.csv,TOV,1,num,28,12.2
csvData21877600__3.csv,Rk,8,num,16,46
csvData7222492__5.csv,3PA,1,num,67,18.5
csvData21198812__7.csv,SLG,1,num,30,0.556
csvData14443150__6.csv,3PA,5,num,14,0.0
csvData11165008__3.csv,digs,3,num,2,14
csvData3178438__15.csv,ORB,3,num,79,10.0
csvData6605406__1.csv,FGA,5,num,12,4.8
csvData11165008__3.csv,k,1,num,4,89
csvData27432177__1.csv,AB,2,num,5,3
csvData24341501__0.csv,YEAR,1,num,264,2012
csvData24341501__0.csv,TEAM,2,cate,11,SDN
csvData2688573__0.csv,era,3,num,29,4.26
csvData4823585__2.csv,CS,7,num,2,6
csvData9103974__6.csv,GS,0,num,34,16
csvData14518660__14.csv,RAA,1,cate,25,-1
csvData29230622__0.csv,PA,5,num,130,44
csvData28672318__5.csv,H,3,num,3,0
csvData919002__3.csv,BLK%,3,num,25,0.0
csvData24341501__0.csv,YEAR,1,num,42,2012
csvData17658548__0.csv,avg,8,num,27,0.28
csvData1902536__12.csv,3B,3,num,14,1
csvData16773977__3.csv,TOV,4,num,9,1.0
csvData24341501__0.csv,oppOPS,0,num,292,0.758
csvData10975009.csv,Wm US,1,num,5,8
csvData284731__0.csv,4,3,num,16,0
csvData3726343__7.csv,Team,9,cate,8,MTS
csvData7222492__5.csv,FGM,7,num,55,24.9
csvData5124506__7.csv,SF,5,num,46,0
csvData24341501__0.csv,TEAM,2,cate,46,CHN
csvData7222492__5.csv,FGA,0,num,76,52.1
csvData23141915__1.csv,Tm,0,cate,44,UTA
csvData29230622__0.csv,YEAR,4,num,80,2012
csvData9103974__6.csv,NAME,5,cate,34,Tyson Ross
csvData6605406__1.csv,GP,1,num,8,23
csvData9079863__8.csv,Opp,0,cate,17,HOU
csvData29230622__3.csv,oppSLG,0,num,80,0.413
csvData29230622__3.csv,YEAR,4,num,47,2012
csvData15283024__1.csv,BB,3,num,36,0
csvData27420957__0.csv,Name,8,cate,5,Kyle Lohse
csvData3726343__7.csv,CS,1,num,16,0
csvData6917053__0.csv,RBI,5,num,17,30
csvData10786096.csv,JP,5,num,3,9
csvData6974424__3.csv,dp,4,num,9,0
csvData10407982.csv,Wm US,1,num,8,14
csvData1068737__2.csv,FTA,4,num,3,6.0
csvData14690251__2.csv,SH,2,num,11,0
csvData11859275__3.csv,rbi,3,num,19,0
csvData14443150__8.csv,3PA,5,num,29,0.0
csvData3178438__15.csv,SPG,5,num,66,5.2
csvData14512292__0.csv,OPS,5,num,3,0.63
csvData10597853.csv,Wm Alpha,0,cate,10,XXL
csvData3653270__1.csv,a/s,2,num,10,0.43
csvData1902536__12.csv,BB,1,num,118,20
csvData29230622__3.csv,oppSLG,0,num,198,0.423
csvData1786628__7.csv,Opp,0,cate,20,ORL
csvData3178438__15.csv,FG%,6,num,62,0.439
csvData158232__2.csv,k,1,num,17,3
csvData21947308__0.csv,AB,3,num,16,5
csvData3178438__15.csv,3PA,4,num,92,23.0
csvData1902536__12.csv,OBP,7,num,135,0.333
csvData1048267.csv,FR,4,num,1,34
csvData10051410.csv,CN (cm),7,num,8,102
csvData18661263__9.csv,3B,1,num,88,5
csvData28672318__4.csv,RBI,8,num,36,1
csvData29230622__0.csv,VORP,1,num,204,-0.1
csvData21180610__7.csv,MIN,0,num,43,341.9
csvData7222492__5.csv,FGM,7,num,113,27.1
csvData14443150__8.csv,RPG,0,num,16,4.8
csvData20099586__3.csv,R,7,num,27,42
csvData14443150__6.csv,FGM,4,num,10,0.1
csvData20075499__7.csv,HR,4,num,79,0
csvData11859275__0.csv,ibb,6,num,22,0
csvData24341501__0.csv,SLG,6,num,223,0.581
csvData11105179.csv,JP,5,num,0,3
csvData3178438__15.csv,3PA,4,num,65,25.8
csvData28672318__5.csv,AB,6,num,33,4
csvData23138641__17.csv,Team,6,cate,242,Pittsburgh
csvData10074535__12.csv,SLG,1,num,58,0.268
csvData7222492__5.csv,BPG,2,num,83,2.3
csvData29230622__0.csv,TEAM,3,cate,147,COL
csvData3178438__15.csv,SPG,5,num,18,5.7
csvData21180610__7.csv,Player,6,cate,12,Nate Gerwig
csvData29230622__0.csv,oppSLG,0,num,367,0.406
csvData7222492__5.csv,FTM,8,num,42,14.4
csvData3178438__15.csv,TOV,1,num,24,13.6
csvData3871380__3.csv,hr,3,num,3,5
csvData3726343__7.csv,SB,6,num,25,0
csvData7222492__5.csv,#,4,num,107,64
csvData24341501__0.csv,YEAR,1,num,138,2012
csvData20075499__7.csv,3B,3,num,79,0
csvData29230622__3.csv,oppSLG,0,num,14,0.421
csvData18661263__9.csv,3B,1,num,53,2
csvData15391018__1.csv,Arch-Thru,1,num,3,1
csvData4823585__2.csv,R,6,num,5,18
csvData27381326__2.csv,sb,3,num,8,2
csvData27008272__5.csv,PF,0,num,10,1.9
csvData26724876__3.csv,Team,0,cate,36,GIP
csvData26724876__3.csv,PF,7,num,46,2.1
csvData21947308__2.csv,AB,3,num,13,2
csvData22709338__0.csv,a,2,num,29,12
csvData24341501__0.csv,IP,9,num,56,219.3
csvData23141915__1.csv,Tm,0,cate,1,UTA
csvData14443150__8.csv,FGM,4,num,23,2.1
csvData18493125__12.csv,GIDP,8,num,13,6
csvData16382327__4.csv,Opp,0,cate,0,CLE
csvData20099586__3.csv,R,7,num,26,97
csvData4823585__2.csv,H,9,num,10,52
csvData21947308__0.csv,SB,1,num,15,0
csvData6605406__3.csv,SPG,3,num,26,1.0
csvData27381326__2.csv,sb,3,num,5,8
csvData29230622__0.csv,VORP,1,num,4,-2.4
csvData26724876__3.csv,FTM,5,num,38,1.5
csvData10911563.csv,IT,2,num,6,46
csvData9103974__6.csv,YEAR,6,num,78,2013
csvData3726343__7.csv,GIDP,2,num,7,0
csvData10074535__0.csv,Player,1,cate,36,R Sandora
csvData1902536__12.csv,CS,4,num,151,0
csvData29230622__0.csv,YEAR,4,num,330,2012
csvData19387543__3.csv,3b,1,num,2,0
csvData29230622__0.csv,oppSLG,0,num,206,0.401
csvData3871380__3.csv,hbp,5,num,7,1
csvData16825359__0.csv,Movable-Swing,4,num,3,1
csvData18784108__2.csv,SF,6,num,4,3
csvData29230622__0.csv,G,6,num,18,73
csvData21947308__2.csv,H,4,num,11,2
csvData29230622__0.csv,VORP,1,num,163,0.3
csvData10279123.csv,DE,6,num,10,48
csvData23003743__0.csv,H,4,num,3,95
csvData26724876__3.csv,GP,4,num,50,34
csvData29230622__3.csv,oppSLG,0,num,54,0.408
csvData29230622__3.csv,VORP,1,num,112,3.5
csvData2688573__0.csv,l,4,num,15,10
csvData19387543__3.csv,e,7,num,27,0
csvData6605406__1.csv,FGM,2,num,16,2.0
csvData24341501__0.csv,YEAR,1,num,31,2012
csvData10074535__12.csv,SLG,1,num,16,0.357
csvData5124506__7.csv,Team,2,cate,15,DET
csvData21947308__2.csv,RBI,0,num,25,0
csvData29230622__0.csv,PA,5,num,101,239
csvData9103974__6.csv,SLG,4,num,28,0.358
csvData29230622__3.csv,VORP,1,num,204,13.8
csvData11859275__3.csv,gdp,1,num,13,0
csvData6444295__7.csv,BPG,4,num,1,0.0
csvData919002__3.csv,DRB%,1,num,16,24.9
csvData17658548__0.csv,hbp,4,num,20,1
csvData7222492__5.csv,FGA,0,num,30,55.5
csvData29230622__0.csv,G,6,num,244,55
csvData29230622__0.csv,YEAR,4,num,235,2012
csvData13434912__7.csv,OBP,4,num,16,0.269
csvData29230622__0.csv,G,6,num,285,28
csvData12441316__0.csv,DRB%,6,num,16,10.9
csvData19387543__3.csv,hbp,3,num,24,1
csvData11839331__4.csv,TOV,3,num,46,2.5
csvData158232__2.csv,tot,3,num,26,52
csvData9103974__6.csv,AB,2,num,23,732
csvData17658548__0.csv,3b,6,num,36,0
csvData24131822__7.csv,oppTAv,4,num,59,0.26
csvData18493125__12.csv,AB,2,num,27,268
csvData21198812__7.csv,POS,4,cate,11,SS
csvData20099586__3.csv,SH,3,num,28,0
csvData11762781__2.csv,Date,5,cate,0,"Apr 13, 2013"
csvData24341501__0.csv,oppOBP,8,num,201,0.313
csvData11618254.csv,CN (cm),7,num,0,82
csvData24341501__0.csv,YEAR,1,num,328,2012
csvData6605406__3.csv,FTM,6,num,16,1.6
csvData8804961__3.csv,SF,1,num,16,1
csvData10074535__0.csv,RBI,0,num,58,18
csvData6468042__1.csv,GP,0,num,33,56
csvData26649044__3.csv,Rpos,6,num,15,0
csvData21180610__2.csv,FG%,4,num,26,0.478
csvData28386553__1.csv,POS,4,cate,6,OF
csvData27526946__4.csv,G,3,num,8,264
csvData23138641__17.csv,Team,6,cate,188,Tampa Bay
csvData20075499__7.csv,HR,4,num,59,0
csvData10786096.csv,JP,5,num,2,7
csvData29230622__0.csv,TEAM,3,cate,19,ATL
csvData22709338__0.csv,a,2,num,1,11
csvData11859275__3.csv,2b,5,num,6,1
csvData919002__3.csv,DRtg,6,num,33,45
csvData24341501__0.csv,PPF,4,num,26,89
csvData14429913__4.csv,Opp,6,cate,13,BOS
csvData3726343__7.csv,R,7,num,22,46
csvData16461238__3.csv,Opponent,4,cate,3,UAB
csvData16382327__4.csv,Opp,0,cate,13,GSW
csvData3178438__15.csv,ORB,3,num,38,11.1
csvData10020331.csv,DE,6,num,9,46
csvData23003743__3.csv,HR,5,num,9,2
csvData29230622__3.csv,VORP,1,num,41,-8.7
csvData3653270__0.csv,Name,6,cate,12,R D'Agnillo
csvData29230622__0.csv,YEAR,4,num,49,2012
csvData24341501__0.csv,oppOPS,0,num,276,0.749
csvData6468042__0.csv,PF,1,num,20,2.5
csvData21180610__0.csv,#,0,num,33,27
csvData7222492__5.csv,3PA,1,num,89,19.0
csvData16589458__0.csv,G,1,num,4,3
csvData15025720__2.csv,3B,3,num,7,0
csvData2688573__2.csv,l,4,num,23,32
csvData26447856__0.csv,BB,2,num,3,3
csvData3178438__15.csv,ORB,3,num,101,11.3
csvData28672318__5.csv,RBI,8,num,51,1
csvData28672318__5.csv,RBI,8,num,38,1
csvData24341501__0.csv,TEAM,2,cate,94,SDN
csvData6468042__2.csv,BLK,4,num,7,0.4
csvData16773977__3.csv,Team,5,cate,2,Cal
csvData1902536__12.csv,OBP,7,num,64,0.267
csvData29230622__0.csv,YEAR,4,num,108,2012
csvData9079863__6.csv,Opp,0,cate,23,ORL
csvData24341501__0.csv,YEAR,1,num,288,2012
csvData10074535__12.csv,SH,3,num,12,0
csvData23138641__17.csv,Team,6,cate,200,Los Angeles
csvData10279123.csv,UK,3,num,2,6
csvData21300577__1.csv,SLG,6,num,22,0.581
csvData24341501__0.csv,IP,9,num,65,22.3
csvData18493125__12.csv,2B,7,num,39,4
csvData3178438__15.csv,FG%,6,num,123,0.462
csvData5124506__7.csv,CS,3,num,40,2
csvData24341501__0.csv,TEAM,2,cate,68,CHN
csvData397377__3.csv,GmSc,3,num,28,8.9
csvData3178438__15.csv,3PA,4,num,38,6.1
csvData12976003__3.csv,FGA,5,num,10,0.6
csvData20075499__7.csv,Team,1,cate,87,CHA
csvData26817631__5.csv,DRB%,4,num,31,0.0
csvData13434912__7.csv,R,0,num,47,9
csvData29230622__0.csv,VORP,1,num,302,-3.6
csvData20099586__3.csv,SH,3,num,9,3
csvData15025720__0.csv,SF,8,num,22,0
csvData3726343__7.csv,R,7,num,29,42
csvData23003743__3.csv,H,0,num,15,104
csvData24131822__7.csv,GS,5,num,63,24
csvData16461238__3.csv,k,7,num,4,6
csvData10407982.csv,IT,2,num,0,34
csvData6468042__1.csv,STL,6,num,15,1.4
csvData26724876__3.csv,FTM,5,num,14,2.2
csvData8288967__15.csv,Tm,1,cate,73,TEX
csvData3726343__7.csv,Team,9,cate,33,RAY
csvData14690251__2.csv,AVG,5,num,9,0.28
csvData13434912__7.csv,AB,2,num,42,496
csvData14518660__14.csv,RAA,1,cate,69,-4
csvData28681743__3.csv,DRB,3,num,20,1.8
csvData12976003__3.csv,BPG,7,num,3,0.1
csvData29230622__3.csv,G,6,num,5,1
csvData22709338__0.csv,po,1,num,27,21
csvData17658548__0.csv,avg,8,num,18,0.275
csvData26447856__0.csv,SH,1,num,1,0
csvData919002__3.csv,BLK%,3,num,27,0.0
csvData9103974__6.csv,oppSLG,3,num,76,0.396
csvData9925714__1.csv,3PM,4,num,27,0.7
csvData10074535__12.csv,AVG,7,num,0,0.259
csvData29230622__0.csv,YEAR,4,num,134,2012
csvData26724876__3.csv,FG%,6,num,17,0.397
csvData29230622__3.csv,PA,5,num,173,97
csvData12441316__0.csv,USG%,5,num,17,0.0
csvData5124506__7.csv,Team,2,cate,23,BAL
csvData24341501__0.csv,SLG,6,num,217,0.579
csvData7222492__5.csv,FTM,8,num,86,13.0
csvData6468042__2.csv,3PM,2,num,27,1.8
csvData14512292__0.csv,G,4,num,11,68
csvData24131822__7.csv,oppOBP,3,num,61,0.316
csvData1902536__12.csv,G,2,num,161,3
csvData5586261__3.csv,2B,1,num,12,177
csvData15025720__1.csv,HR,7,num,11,0
csvData24341501__0.csv,PPF,4,num,285,102
csvData14690251__3.csv,POS,3,cate,1,3B
csvData28672318__5.csv,RBI,8,num,10,1
csvData1902536__12.csv,GIDP,5,num,94,3
csvData29230622__3.csv,oppSLG,0,num,129,0.409
csvData8288967__15.csv,Tm,1,cate,96,Tm
csvData15933779__2.csv,Opp,2,cate,28,GSW
csvData1902536__12.csv,GIDP,5,num,163,1
csvData18661263__9.csv,H,2,num,58,125
csvData10074535__12.csv,OPS,2,num,23,0.907
csvData1068737__2.csv,3PM,5,num,17,1.3
csvData14690251__3.csv,G,7,num,19,2
csvData24341501__0.csv,YEAR,1,num,21,2012
csvData15025720__1.csv,SO,1,num,0,0
csvData26724876__3.csv,RPG,1,num,19,3.2
csvData6605406__1.csv,FGM,2,num,11,4.2
csvData10407982.csv,Wm Alpha,0,cate,5,M
csvData8288967__15.csv,Tm,1,cate,21, 
csvData6468042__2.csv,3PM,2,num,1,1.2
csvData13434912__7.csv,OBP,4,num,8,0.343
csvData3871380__3.csv,gdp,4,num,10,2
csvData6605406__3.csv,FGM,0,num,6,2.4
csvData29051594__1.csv,a/s,6,num,3,0.08
csvData17658548__0.csv,sf,2,num,0,0
csvData1786628__7.csv,Opp,0,cate,9,POR
csvData18661263__9.csv,OPS,0,num,82,0.824
csvData11762781__2.csv,ibb,4,num,8,0
csvData29230622__0.csv,TEAM,3,cate,248,OAK
csvData21180610__0.csv,3PM,1,num,2,10
csvData16461238__3.csv,r,5,num,10,0
csvData16773977__3.csv,#,2,num,16,17
csvData4823585__2.csv,R,6,num,1,17
csvData3653270__1.csv,Name,6,cate,8,S Anderson
csvData11859275__0.csv,ibb,6,num,9,0
csvData29230622__3.csv,oppSLG,0,num,112,0.415
csvData24131822__7.csv,GS,5,num,70,27
csvData24341501__0.csv,IP,9,num,97,124.7
csvData24341501__0.csv,LG,3,cate,81,NL
csvData8804961__2.csv,3B,5,num,7,0
csvData6468042__2.csv,DRB,3,num,19,2.7
csvData1786628__7.csv,eFG%,4,num,4,0.0
csvData23003743__3.csv,HR,5,num,7,3
csvData21180610__7.csv,MIN,0,num,17,455.0
csvData8804961__2.csv,AVG,2,num,11,0.256
csvData27526946__4.csv,2B,1,num,1,0
csvData26724876__2.csv,PPG,3,num,16,7.6
csvData11165008__3.csv,k,1,num,23,3
csvData29051594__1.csv,e,3,num,4,84
csvData21180610__2.csv,GP,5,num,27,46
csvData16382327__4.csv,Opp,0,cate,8,CHI
csvData24341501__0.csv,LG,3,cate,259,NL
csvData10074535__12.csv,SH,3,num,61,5
csvData6468042__1.csv,PF,1,num,26,1.8
csvData24341501__0.csv,IP,9,num,163,29.0
csvData29230622__0.csv,oppSLG,0,num,149,0.397
csvData2688573__0.csv,l,4,num,12,20
csvData29230622__0.csv,PA,5,num,149,370
csvData26959440__0.csv,SLG,6,num,11,0.0
csvData18493125__12.csv,CS,5,num,19,7
csvData8288967__15.csv,Tm,1,cate,33,CLE
csvData17658548__0.csv,hr,0,num,15,1
csvData7222492__5.csv,FGA,0,num,44,47.5
csvData22709338__0.csv,h,7,num,5,7
csvData26959440__0.csv,AB,2,num,16,239
csvData27526946__4.csv,2B,1,num,12,0
csvData24341501__0.csv,SLG,6,num,17,0.483
csvData18784108__2.csv,POS,8,cate,10,SS
csvData15025720__0.csv,GDP,6,num,19,0
csvData29230622__0.csv,PA,5,num,68,74
csvData20075499__7.csv,BB,5,num,12,53
csvData16773977__3.csv,PPG,1,num,7,7.2
csvData28681743__3.csv,FTA,2,num,12,0.3
csvData6974424__2.csv,wp,0,num,10,0
csvData9103974__6.csv,YEAR,6,num,30,2013
csvData15283024__1.csv,SB,4,num,31,0
csvData28672318__5.csv,BB,4,num,28,1
csvData14585065__2.csv,FGA,5,num,6,11.1
csvData28672318__4.csv,GDP,5,num,35,0
csvData23138641__17.csv,Team,6,cate,142,Anaheim
csvData21180610__0.csv,PTS,3,num,14,66
csvData20075499__7.csv,2B,0,num,43,28
csvData22678292__1.csv,Opp,1,cate,0,DEN
csvData10279123.csv,Wm US,0,num,10,18
csvData5124506__7.csv,AB,7,num,6,67
csvData1902536__12.csv,SH,6,num,84,0
csvData24442720__5.csv,OFF,3,num,5,2.3
csvData919002__3.csv,DRtg,6,num,4,98
csvData24341501__0.csv,YEAR,1,num,155,2012
csvData10819469.csv,JP,5,num,4,11
csvData23003743__3.csv,BB,9,num,13,5
csvData14429913__4.csv,Opp,6,cate,17,Opp
csvData3178438__15.csv,SPG,5,num,56,6.3
csvData21180610__0.csv,FTM,2,num,15,27
csvData24131822__7.csv,oppTAv,4,num,31,0.263
csvData24442720__5.csv,PF,5,num,5,3.9
csvData24341501__0.csv,SLG,6,num,308,0.377
csvData24341501__0.csv,SLG,6,num,110,0.42
csvData21300577__1.csv,OPS,0,num,36,0.529
csvData1211158__2.csv,cs,4,num,15,0
csvData10074535__0.csv,AB,2,num,45,411
csvData27432177__1.csv,SB,1,num,13,0
csvData1902536__12.csv,3B,3,num,52,0
csvData29230622__3.csv,PA,5,num,41,236
csvData22709338__0.csv,e,5,num,22,4
csvData29230622__0.csv,G,6,num,126,2
csvData14443150__8.csv,PPG,6,num,16,5.4
csvData14297814__2.csv,Arch-Thru,2,num,21,1
csvData1902536__12.csv,BB,1,num,138,11
csvData22709338__0.csv,e,5,num,3,0
csvData10074535__12.csv,AB,6,num,15,168
csvData10279123.csv,IT,2,num,6,46
csvData29230622__0.csv,TEAM,3,cate,308,CLE
csvData1902536__12.csv,3B,3,num,118,2
csvData7222492__5.csv,FTM,8,num,76,10.8
csvData21180610__7.csv,DRB,3,num,42,100
csvData397377__3.csv,G,1,num,25,24
csvData10074535__0.csv,AB,2,num,62,163
csvData29230622__0.csv,VORP,1,num,14,0.7
csvData18493125__12.csv,AB,2,num,33,232
csvData24341501__0.csv,oppOBP,8,num,89,0.265
csvData22060727__0.csv,Tm,5,cate,4,SEA
csvData14443150__6.csv,3PA,5,num,23,2.6
csvData26959440__0.csv,OPS,5,num,15,1.231
csvData26724876__3.csv,FG%,6,num,15,0.45
csvData13434912__7.csv,RBI,3,num,11,56
csvData1549285__0.csv,Opp,0,cate,22,MEM
csvData29230622__0.csv,PA,5,num,321,730
csvData28672318__4.csv,AB,6,num,38,4
csvData6468042__2.csv,DRB,3,num,42,2.7
csvData29230622__3.csv,G,6,num,25,6
csvData6605406__1.csv,FGA,5,num,26,8.3
csvData29230622__0.csv,VORP,1,num,20,9.7
csvData3178438__15.csv,RPG,2,num,93,34.4
csvData11251209.csv,Opponent,1,cate,7,at Juniata
csvData22335715__0.csv,hr,5,num,1,1
csvData24341501__0.csv,oppOBP,8,num,125,0.316
csvData5586261__3.csv,Yrs,3,num,13,1
csvData9103974__6.csv,PA,7,num,21,359
csvData20075499__7.csv,3B,3,num,26,0
csvData11573229__2.csv,WAA,4,cate,0,-2.5
csvData9925714__1.csv,APG,5,num,9,0.3
csvData10074535__12.csv,SF,8,num,64,0
csvData3726343__7.csv,Team,9,cate,23,BRA
csvData27008272__5.csv,TOV,9,num,9,2.8
csvData2792289__3.csv,Opp,3,cate,5,WAS
csvData10074535__12.csv,CS,4,num,58,0
csvData18784108__2.csv,R,7,num,2,32
csvData14585065__2.csv,3PA,7,num,26,1.0
csvData24341501__0.csv,TEAM,2,cate,260,MIL
csvData9103974__6.csv,PPF,1,num,66,95
csvData8288967__16.csv,Tm,1,cate,87,OAK
csvData10020331.csv,Wm Alpha,0,cate,10,XXL
csvData26817631__5.csv,AST%,0,num,20,0.0
csvData10074535__12.csv,SH,3,num,38,4
csvData9103974__6.csv,PA,7,num,28,640
csvData7222492__5.csv,PPG,5,num,57,65.2
csvData26724876__3.csv,GP,4,num,18,34
csvData29230622__0.csv,PA,5,num,179,434
csvData24341501__0.csv,LG,3,cate,67,NL
csvData6468042__0.csv,PF,1,num,9,1.3
csvData6468042__1.csv,GP,0,num,32,76
csvData1902536__12.csv,CS,4,num,83,0
csvData20075499__7.csv,3B,3,num,5,0
csvData11839331__7.csv,TOV,2,num,14,1.9
csvData3178438__15.csv,DRB,0,num,0,21.3
csvData13434912__7.csv,RBI,3,num,7,4
csvData24341501__0.csv,YEAR,1,num,88,2012
csvData21947308__0.csv,AB,3,num,14,5
csvData11859275__0.csv,bb,4,num,1,1
csvData22678292__1.csv,Opp,1,cate,10,IND
csvData1902536__12.csv,RBI,8,num,67,20
csvData29230622__0.csv,TEAM,3,cate,55,CIN
csvData18786685__0.csv,3P%,1,num,13,0.0
csvData1902536__12.csv,G,2,num,128,26
csvData18661263__9.csv,3B,1,num,84,0
csvData158232__2.csv,b/s,0,num,20,0.53
csvData6468042__2.csv,3P%,5,num,36,0.323
csvData3178438__15.csv,SPG,5,num,55,5.5
csvData24341501__0.csv,oppOPS,0,num,88,0.726
csvData27008272__5.csv,Team,6,cate,9,CHAR
csvData29230622__0.csv,TEAM,3,cate,325,TOR
csvData20075499__7.csv,3B,3,num,10,0
csvData10051410.csv,UK,3,num,3,8
csvData9103974__6.csv,AGE,8,num,54,26
csvData29230622__3.csv,oppSLG,0,num,152,0.39
csvData6468042__1.csv,3PM,2,num,29,2.1
csvData24131822__7.csv,oppTAv,4,num,50,0.266
csvData22069876__2.csv,Movable-Swing,5,num,10,0
csvData24341501__0.csv,PPF,4,num,224,101
csvData20099586__3.csv,SO,2,num,10,41
csvData1902536__12.csv,RBI,8,num,168,8
csvData24341501__0.csv,SLG,6,num,320,0.363
csvData11839331__7.csv,AST,0,num,23,2.8
csvData29230622__3.csv,oppSLG,0,num,131,0.437
csvData6444295__7.csv,DRB,1,num,8,1.7
csvData23003743__0.csv,SO,6,num,6,1
csvData21180610__7.csv,FT%,5,num,28,0.826
csvData21877600__3.csv,Rk,8,num,12,50
csvData15025720__0.csv,GDP,6,num,21,0
csvData24341501__0.csv,oppOBP,8,num,327,0.325
csvData24341501__0.csv,TEAM,2,cate,127,CHN
csvData29230622__3.csv,G,6,num,35,48
csvData29230622__0.csv,YEAR,4,num,336,2012
csvData20075499__7.csv,HR,4,num,26,5
csvData18493125__12.csv,H,9,num,50,67
csvData28672318__5.csv,RBI,8,num,39,1
csvData29230622__0.csv,PA,5,num,180,168
csvData27008272__5.csv,FGA,3,num,23,7.6
csvData7222492__5.csv,PF,6,num,58,14.0
csvData3871380__3.csv,3b,2,num,6,0
csvData11618254.csv,UK,3,num,3,8
csvData24341501__0.csv,oppOBP,8,num,185,0.32
csvData7222492__5.csv,PF,6,num,17,17.5
csvData11105179.csv,Wm Alpha,1,cate,4,M
csvData16773977__3.csv,TOV,4,num,12,1.2
csvData1902536__12.csv,OBP,7,num,136,0.295
csvData15391018__1.csv,Box Beam or Girders (Single or Spread),3,num,16,1
csvData3653270__0.csv,pct,0,num,12,-0.056
csvData1902536__12.csv,3B,3,num,151,0
csvData23141915__0.csv,Tm,0,cate,29,UTA
csvData11618254.csv,Wm US,1,num,7,12
csvData14690251__2.csv,SH,2,num,2,0
csvData10887965.csv,Wm US,1,num,3,4
csvData13434912__7.csv,R,0,num,37,9
csvData3871380__3.csv,hr,3,num,20,1
csvData6468042__2.csv,3P%,5,num,56,0.323
csvData14443150__6.csv,BPG,3,num,31,0.1
csvData11128235.csv,DE,6,num,7,42
csvData14690251__2.csv,G,7,num,1,25
